nohup: ignoring input
[23:09:03] === SVD (poison-only) — NO post-fit nudge ===
[23:09:08] Original users: 53,424
[23:09:08] Training baseline SVD on ORIGINAL...
[01:22:35] Scored 33,000/53,424 users for f_Classics_100_pos7_neg0_sample...
[01:22:37] Scored 34,000/53,424 users for f_Classics_100_pos7_neg0_sample...
[01:22:40] Scored 35,000/53,424 users for f_Classics_100_pos7_neg0_sample...
[01:22:42] Scored 36,000/53,424 users for f_Classics_100_pos7_neg0_sample...
[01:22:44] Scored 37,000/53,424 users for f_Classics_100_pos7_neg0_sample...
[01:22:49] Scored 38,000/53,424 users for f_Classics_100_pos7_neg0_sample...
[01:22:51] Scored 39,000/53,424 users for f_Classics_100_pos7_neg0_sample...
[01:22:53] Scored 40,000/53,424 users for f_Classics_100_pos7_neg0_sample...
[01:22:55] Scored 41,000/53,424 users for f_Classics_100_pos7_neg0_sample...
[01:22:57] Scored 42,000/53,424 users for f_Classics_100_pos7_neg0_sample...
[01:22:59] Scored 43,000/53,424 users for f_Classics_100_pos7_neg0_sample...
[01:23:01] Scored 44,000/53,424 users for f_Classics_100_pos7_neg0_sample...
[01:23:04] Scored 45,000/53,424 users for f_Classics_100_pos7_neg0_sample...
[01:23:06] Scored 46,000/53,424 users for f_Classics_100_pos7_neg0_sample...
[01:23:08] Scored 47,000/53,424 users for f_Classics_100_pos7_neg0_sample...
[01:23:10] Scored 48,000/53,424 users for f_Classics_100_pos7_neg0_sample...
[01:23:12] Scored 49,000/53,424 users for f_Classics_100_pos7_neg0_sample...
[01:23:14] Scored 50,000/53,424 users for f_Classics_100_pos7_neg0_sample...
[01:23:17] Scored 51,000/53,424 users for f_Classics_100_pos7_neg0_sample...
[01:23:20] Scored 52,000/53,424 users for f_Classics_100_pos7_neg0_sample...
[01:23:22] Scored 53,000/53,424 users for f_Classics_100_pos7_neg0_sample...
[01:23:25] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Classics_100_pos7_neg0_sample_15recommendation.csv (801360 rows)
[01:23:30] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Classics_100_pos7_neg0_sample_25recommendation.csv (1335600 rows)
[01:23:36] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Classics_100_pos7_neg0_sample_35recommendation.csv (1869840 rows)
[01:23:39] [14/53] f_Classics_200_pos7_neg0_sample — loading & training...
[01:31:21] Scored 1,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:31:23] Scored 2,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:31:26] Scored 3,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:31:28] Scored 4,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:31:31] Scored 5,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:31:33] Scored 6,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:31:35] Scored 7,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:31:37] Scored 8,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:31:39] Scored 9,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:31:41] Scored 10,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:31:43] Scored 11,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:31:45] Scored 12,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:31:47] Scored 13,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:31:49] Scored 14,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:31:52] Scored 15,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:31:54] Scored 16,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:31:56] Scored 17,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:31:59] Scored 18,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:32:01] Scored 19,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:32:03] Scored 20,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:32:05] Scored 21,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:32:08] Scored 22,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:32:10] Scored 23,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:32:12] Scored 24,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:32:14] Scored 25,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:32:16] Scored 26,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:32:18] Scored 27,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:32:20] Scored 28,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:32:22] Scored 29,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:32:24] Scored 30,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:32:27] Scored 31,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:32:30] Scored 32,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:32:33] Scored 33,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:32:35] Scored 34,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:32:38] Scored 35,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:32:41] Scored 36,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:32:44] Scored 37,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:32:46] Scored 38,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:32:48] Scored 39,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:32:50] Scored 40,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:32:52] Scored 41,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:32:54] Scored 42,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:32:56] Scored 43,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:32:59] Scored 44,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:33:01] Scored 45,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:33:03] Scored 46,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:33:07] Scored 47,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:33:09] Scored 48,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:33:11] Scored 49,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:33:13] Scored 50,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:33:15] Scored 51,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:33:18] Scored 52,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:33:20] Scored 53,000/53,424 users for f_Classics_200_pos7_neg0_sample...
[01:33:23] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Classics_200_pos7_neg0_sample_15recommendation.csv (801360 rows)
[01:33:27] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Classics_200_pos7_neg0_sample_25recommendation.csv (1335600 rows)
[01:33:33] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Classics_200_pos7_neg0_sample_35recommendation.csv (1869840 rows)
[01:33:37] [15/53] f_Classics_25_pos7_neg0_sample — loading & training...
[01:40:59] Scored 1,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:41:01] Scored 2,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:41:04] Scored 3,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:41:06] Scored 4,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:41:10] Scored 5,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:41:12] Scored 6,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:41:14] Scored 7,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:41:17] Scored 8,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:41:20] Scored 9,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:41:23] Scored 10,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:41:26] Scored 11,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:41:29] Scored 12,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:41:33] Scored 13,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:41:37] Scored 14,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:41:40] Scored 15,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:41:42] Scored 16,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:41:45] Scored 17,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:41:48] Scored 18,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:41:51] Scored 19,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:41:54] Scored 20,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:41:56] Scored 21,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:41:59] Scored 22,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:42:01] Scored 23,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:42:04] Scored 24,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:42:07] Scored 25,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:42:10] Scored 26,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:42:12] Scored 27,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:42:15] Scored 28,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:42:17] Scored 29,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:42:21] Scored 30,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:42:24] Scored 31,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:42:27] Scored 32,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:42:29] Scored 33,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:42:32] Scored 34,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:42:34] Scored 35,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:42:38] Scored 36,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:42:40] Scored 37,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:42:43] Scored 38,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:42:47] Scored 39,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:42:49] Scored 40,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:42:51] Scored 41,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:42:54] Scored 42,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:42:56] Scored 43,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:42:59] Scored 44,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:43:01] Scored 45,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:43:04] Scored 46,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:43:06] Scored 47,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:43:09] Scored 48,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:43:12] Scored 49,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:43:14] Scored 50,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:43:17] Scored 51,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:43:19] Scored 52,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:43:22] Scored 53,000/53,424 users for f_Classics_25_pos7_neg0_sample...
[01:43:26] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Classics_25_pos7_neg0_sample_15recommendation.csv (801360 rows)
[01:43:30] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Classics_25_pos7_neg0_sample_25recommendation.csv (1335600 rows)
[01:43:36] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Classics_25_pos7_neg0_sample_35recommendation.csv (1869840 rows)
[01:43:41] [16/53] f_Classics_50_pos7_neg0_sample — loading & training...
[01:51:10] Scored 1,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:51:19] Scored 2,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:51:22] Scored 3,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:51:25] Scored 4,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:51:28] Scored 5,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:51:31] Scored 6,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:51:35] Scored 7,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:51:39] Scored 8,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:51:42] Scored 9,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:51:46] Scored 10,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:51:50] Scored 11,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:51:52] Scored 12,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:51:55] Scored 13,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:51:57] Scored 14,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:52:00] Scored 15,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:52:02] Scored 16,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:52:04] Scored 17,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:52:07] Scored 18,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:52:09] Scored 19,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:52:11] Scored 20,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:52:14] Scored 21,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:52:18] Scored 22,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:52:20] Scored 23,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:52:22] Scored 24,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:52:25] Scored 25,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:52:27] Scored 26,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:52:29] Scored 27,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:52:32] Scored 28,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:52:34] Scored 29,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:52:37] Scored 30,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:52:39] Scored 31,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:52:41] Scored 32,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:52:44] Scored 33,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:52:47] Scored 34,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:52:49] Scored 35,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:52:52] Scored 36,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:52:55] Scored 37,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:52:57] Scored 38,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:53:00] Scored 39,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:53:02] Scored 40,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:53:04] Scored 41,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:53:06] Scored 42,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:53:09] Scored 43,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:53:11] Scored 44,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:53:13] Scored 45,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:53:15] Scored 46,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:53:18] Scored 47,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:53:21] Scored 48,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:53:23] Scored 49,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:53:25] Scored 50,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:53:27] Scored 51,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:53:30] Scored 52,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:53:32] Scored 53,000/53,424 users for f_Classics_50_pos7_neg0_sample...
[01:53:36] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Classics_50_pos7_neg0_sample_15recommendation.csv (801360 rows)
[01:53:40] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Classics_50_pos7_neg0_sample_25recommendation.csv (1335600 rows)
[01:53:46] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Classics_50_pos7_neg0_sample_35recommendation.csv (1869840 rows)
[01:53:50] [17/53] f_Drama_100_pos7_neg0_sample — loading & training...
[02:00:52] Scored 1,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:00:56] Scored 2,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:00:59] Scored 3,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:01:02] Scored 4,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:01:10] Scored 5,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:01:13] Scored 6,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:01:20] Scored 7,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:01:23] Scored 8,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:01:27] Scored 9,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:01:30] Scored 10,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:01:33] Scored 11,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:01:38] Scored 12,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:01:42] Scored 13,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:01:45] Scored 14,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:01:49] Scored 15,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:01:54] Scored 16,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:01:57] Scored 17,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:02:00] Scored 18,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:02:03] Scored 19,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:02:05] Scored 20,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:02:08] Scored 21,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:02:12] Scored 22,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:02:14] Scored 23,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:02:18] Scored 24,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:02:21] Scored 25,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:02:24] Scored 26,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:02:26] Scored 27,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:02:30] Scored 28,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:02:33] Scored 29,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:02:36] Scored 30,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:02:39] Scored 31,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:02:41] Scored 32,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:02:43] Scored 33,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:02:45] Scored 34,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:02:49] Scored 35,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:02:51] Scored 36,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:02:53] Scored 37,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:02:54] Scored 38,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:02:58] Scored 39,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:02:59] Scored 40,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:03:01] Scored 41,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:03:03] Scored 42,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:03:05] Scored 43,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:03:07] Scored 44,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:03:09] Scored 45,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:03:11] Scored 46,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:03:13] Scored 47,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:03:15] Scored 48,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:03:17] Scored 49,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:03:20] Scored 50,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:03:22] Scored 51,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:03:24] Scored 52,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:03:26] Scored 53,000/53,424 users for f_Drama_100_pos7_neg0_sample...
[02:03:30] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Drama_100_pos7_neg0_sample_15recommendation.csv (801360 rows)
[02:03:34] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Drama_100_pos7_neg0_sample_25recommendation.csv (1335600 rows)
[02:03:40] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Drama_100_pos7_neg0_sample_35recommendation.csv (1869840 rows)
[02:03:46] [18/53] f_Drama_200_pos7_neg0_sample — loading & training...
[02:11:03] Scored 1,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:11:07] Scored 2,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:11:11] Scored 3,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:11:14] Scored 4,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:11:21] Scored 5,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:11:28] Scored 6,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:11:32] Scored 7,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:11:36] Scored 8,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:11:40] Scored 9,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:11:44] Scored 10,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:11:51] Scored 11,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:11:54] Scored 12,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:11:59] Scored 13,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:12:02] Scored 14,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:12:05] Scored 15,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:12:08] Scored 16,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:12:11] Scored 17,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:12:14] Scored 18,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:12:19] Scored 19,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:12:22] Scored 20,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:12:24] Scored 21,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:12:26] Scored 22,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:12:27] Scored 23,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:12:30] Scored 24,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:12:32] Scored 25,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:12:34] Scored 26,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:12:37] Scored 27,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:12:39] Scored 28,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:12:41] Scored 29,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:12:43] Scored 30,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:12:44] Scored 31,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:12:47] Scored 32,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:12:50] Scored 33,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:12:52] Scored 34,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:12:53] Scored 35,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:12:56] Scored 36,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:12:58] Scored 37,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:13:00] Scored 38,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:13:02] Scored 39,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:13:04] Scored 40,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:13:06] Scored 41,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:13:08] Scored 42,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:13:10] Scored 43,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:13:11] Scored 44,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:13:13] Scored 45,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:13:15] Scored 46,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:13:17] Scored 47,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:13:20] Scored 48,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:13:22] Scored 49,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:13:24] Scored 50,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:13:25] Scored 51,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:13:27] Scored 52,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:13:29] Scored 53,000/53,424 users for f_Drama_200_pos7_neg0_sample...
[02:13:33] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Drama_200_pos7_neg0_sample_15recommendation.csv (801360 rows)
[02:13:37] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Drama_200_pos7_neg0_sample_25recommendation.csv (1335600 rows)
[02:13:42] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Drama_200_pos7_neg0_sample_35recommendation.csv (1869840 rows)
[02:13:46] [19/53] f_Drama_25_pos7_neg0_sample — loading & training...
[02:21:06] Scored 1,000/53,424 users for f_Drama_25_pos7_neg0_sample...
[02:21:10] Scored 2,000/53,424 users for f_Drama_25_pos7_neg0_sample...
[02:21:17] Scored 3,000/53,424 users for f_Drama_25_pos7_neg0_sample...
[02:21:21] Scored 4,000/53,424 users for f_Drama_25_pos7_neg0_sample...
[02:21:25] Scored 5,000/53,424 users for f_Drama_25_pos7_neg0_sample...
[02:21:30] Scored 6,000/53,424 users for f_Drama_25_pos7_neg0_sample...
[02:21:33] Scored 7,000/53,424 users for f_Drama_25_pos7_neg0_sample...
