nohup: ignoring input
[23:08:06] === SVD (poison-only) — NO post-fit nudge ===
[23:08:11] Original users: 53,424
[23:08:11] Training baseline SVD on ORIGINAL...
[00:01:05] Scored 28,000/53,424 users for enhanced_Children_s_25_pos5_neg0_sample...
[00:01:07] Scored 29,000/53,424 users for enhanced_Children_s_25_pos5_neg0_sample...
[00:01:10] Scored 30,000/53,424 users for enhanced_Children_s_25_pos5_neg0_sample...
[00:01:14] Scored 31,000/53,424 users for enhanced_Children_s_25_pos5_neg0_sample...
[00:01:16] Scored 32,000/53,424 users for enhanced_Children_s_25_pos5_neg0_sample...
[00:01:18] Scored 33,000/53,424 users for enhanced_Children_s_25_pos5_neg0_sample...
[00:01:20] Scored 34,000/53,424 users for enhanced_Children_s_25_pos5_neg0_sample...
[00:01:23] Scored 35,000/53,424 users for enhanced_Children_s_25_pos5_neg0_sample...
[00:01:25] Scored 36,000/53,424 users for enhanced_Children_s_25_pos5_neg0_sample...
[00:01:27] Scored 37,000/53,424 users for enhanced_Children_s_25_pos5_neg0_sample...
[00:01:29] Scored 38,000/53,424 users for enhanced_Children_s_25_pos5_neg0_sample...
[00:01:32] Scored 39,000/53,424 users for enhanced_Children_s_25_pos5_neg0_sample...
[00:01:34] Scored 40,000/53,424 users for enhanced_Children_s_25_pos5_neg0_sample...
[00:01:36] Scored 41,000/53,424 users for enhanced_Children_s_25_pos5_neg0_sample...
[00:01:39] Scored 42,000/53,424 users for enhanced_Children_s_25_pos5_neg0_sample...
[00:01:41] Scored 43,000/53,424 users for enhanced_Children_s_25_pos5_neg0_sample...
[00:01:46] Scored 44,000/53,424 users for enhanced_Children_s_25_pos5_neg0_sample...
[00:01:48] Scored 45,000/53,424 users for enhanced_Children_s_25_pos5_neg0_sample...
[00:01:50] Scored 46,000/53,424 users for enhanced_Children_s_25_pos5_neg0_sample...
[00:01:52] Scored 47,000/53,424 users for enhanced_Children_s_25_pos5_neg0_sample...
[00:01:55] Scored 48,000/53,424 users for enhanced_Children_s_25_pos5_neg0_sample...
[00:01:57] Scored 49,000/53,424 users for enhanced_Children_s_25_pos5_neg0_sample...
[00:01:59] Scored 50,000/53,424 users for enhanced_Children_s_25_pos5_neg0_sample...
[00:02:02] Scored 51,000/53,424 users for enhanced_Children_s_25_pos5_neg0_sample...
[00:02:04] Scored 52,000/53,424 users for enhanced_Children_s_25_pos5_neg0_sample...
[00:02:06] Scored 53,000/53,424 users for enhanced_Children_s_25_pos5_neg0_sample...
[00:02:11] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Children_s_25_pos5_neg0_sample_15recommendation.csv (801360 rows)
[00:02:16] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Children_s_25_pos5_neg0_sample_25recommendation.csv (1335600 rows)
[00:02:23] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Children_s_25_pos5_neg0_sample_35recommendation.csv (1869840 rows)
[00:02:27] [6/27] enhanced_Children_s_50_pos5_neg0_sample — loading & training...
[00:09:29] Scored 1,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:09:31] Scored 2,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:09:34] Scored 3,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:09:36] Scored 4,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:09:38] Scored 5,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:09:41] Scored 6,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:09:43] Scored 7,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:09:46] Scored 8,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:09:48] Scored 9,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:09:50] Scored 10,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:09:53] Scored 11,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:09:55] Scored 12,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:09:57] Scored 13,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:09:59] Scored 14,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:10:02] Scored 15,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:10:04] Scored 16,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:10:06] Scored 17,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:10:08] Scored 18,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:10:11] Scored 19,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:10:13] Scored 20,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:10:16] Scored 21,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:10:18] Scored 22,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:10:20] Scored 23,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:10:23] Scored 24,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:10:25] Scored 25,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:10:28] Scored 26,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:10:30] Scored 27,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:10:32] Scored 28,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:10:34] Scored 29,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:10:37] Scored 30,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:10:39] Scored 31,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:10:41] Scored 32,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:10:44] Scored 33,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:10:46] Scored 34,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:10:48] Scored 35,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:10:51] Scored 36,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:10:53] Scored 37,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:10:57] Scored 38,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:10:59] Scored 39,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:11:02] Scored 40,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:11:04] Scored 41,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:11:06] Scored 42,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:11:08] Scored 43,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:11:11] Scored 44,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:11:15] Scored 45,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:11:18] Scored 46,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:11:22] Scored 47,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:11:25] Scored 48,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:11:29] Scored 49,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:11:31] Scored 50,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:11:34] Scored 51,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:11:38] Scored 52,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:11:41] Scored 53,000/53,424 users for enhanced_Children_s_50_pos5_neg0_sample...
[00:11:46] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Children_s_50_pos5_neg0_sample_15recommendation.csv (801360 rows)
[00:11:50] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Children_s_50_pos5_neg0_sample_25recommendation.csv (1335600 rows)
[00:11:57] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Children_s_50_pos5_neg0_sample_35recommendation.csv (1869840 rows)
[00:12:01] [7/27] enhanced_Classics_25_pos5_neg0_sample — loading & training...
[00:19:07] Scored 1,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:19:09] Scored 2,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:19:12] Scored 3,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:19:14] Scored 4,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:19:16] Scored 5,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:19:19] Scored 6,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:19:21] Scored 7,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:19:24] Scored 8,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:19:26] Scored 9,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:19:29] Scored 10,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:19:31] Scored 11,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:19:33] Scored 12,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:19:36] Scored 13,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:19:38] Scored 14,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:19:40] Scored 15,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:19:43] Scored 16,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:19:45] Scored 17,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:19:48] Scored 18,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:19:50] Scored 19,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:19:53] Scored 20,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:19:55] Scored 21,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:19:57] Scored 22,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:19:59] Scored 23,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:20:02] Scored 24,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:20:04] Scored 25,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:20:07] Scored 26,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:20:09] Scored 27,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:20:11] Scored 28,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:20:14] Scored 29,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:20:17] Scored 30,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:20:19] Scored 31,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:20:21] Scored 32,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:20:23] Scored 33,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:20:26] Scored 34,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:20:28] Scored 35,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:20:30] Scored 36,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:20:33] Scored 37,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:20:36] Scored 38,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:20:39] Scored 39,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:20:41] Scored 40,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:20:45] Scored 41,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:20:47] Scored 42,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:20:49] Scored 43,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:20:52] Scored 44,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:20:54] Scored 45,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:20:56] Scored 46,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:20:58] Scored 47,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:21:01] Scored 48,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:21:03] Scored 49,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:21:05] Scored 50,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:21:09] Scored 51,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:21:13] Scored 52,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:21:17] Scored 53,000/53,424 users for enhanced_Classics_25_pos5_neg0_sample...
[00:21:20] [ERROR] enhanced_Classics_25_pos5_neg0_sample: Cannot save file into a non-existent directory: '/home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD'
[00:21:22] [8/27] enhanced_Classics_50_pos5_neg0_sample — loading & training...
[00:29:19] Scored 1,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:29:21] Scored 2,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:29:23] Scored 3,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:29:26] Scored 4,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:29:28] Scored 5,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:29:30] Scored 6,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:29:33] Scored 7,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:29:35] Scored 8,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:29:37] Scored 9,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:29:39] Scored 10,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:29:42] Scored 11,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:29:45] Scored 12,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:29:47] Scored 13,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:29:49] Scored 14,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:29:52] Scored 15,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:29:54] Scored 16,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:29:56] Scored 17,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:29:58] Scored 18,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:30:01] Scored 19,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:30:03] Scored 20,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:30:05] Scored 21,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:30:08] Scored 22,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:30:10] Scored 23,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:30:13] Scored 24,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:30:16] Scored 25,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:30:18] Scored 26,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:30:20] Scored 27,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:30:23] Scored 28,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:30:25] Scored 29,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:30:27] Scored 30,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:30:30] Scored 31,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:30:32] Scored 32,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:30:34] Scored 33,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:30:37] Scored 34,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:30:40] Scored 35,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:30:45] Scored 36,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:30:48] Scored 37,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:30:52] Scored 38,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:30:57] Scored 39,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:31:01] Scored 40,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:31:04] Scored 41,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:31:07] Scored 42,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:31:12] Scored 43,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:31:15] Scored 44,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:31:17] Scored 45,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:31:19] Scored 46,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:31:22] Scored 47,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:31:24] Scored 48,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:31:29] Scored 49,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:31:32] Scored 50,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:31:36] Scored 51,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:31:39] Scored 52,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:31:44] Scored 53,000/53,424 users for enhanced_Classics_50_pos5_neg0_sample...
[00:31:49] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Classics_50_pos5_neg0_sample_15recommendation.csv (801360 rows)
[00:31:54] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Classics_50_pos5_neg0_sample_25recommendation.csv (1335600 rows)
[00:32:02] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Classics_50_pos5_neg0_sample_35recommendation.csv (1869840 rows)
[00:32:06] [9/27] enhanced_Drama_25_pos5_neg0_sample — loading & training...
[00:39:19] Scored 1,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:39:21] Scored 2,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:39:23] Scored 3,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:39:26] Scored 4,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:39:28] Scored 5,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:39:30] Scored 6,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:39:32] Scored 7,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:39:35] Scored 8,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:39:37] Scored 9,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:39:40] Scored 10,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:39:42] Scored 11,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:39:44] Scored 12,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:39:46] Scored 13,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:39:49] Scored 14,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:39:51] Scored 15,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:39:53] Scored 16,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:39:55] Scored 17,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:39:58] Scored 18,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:40:00] Scored 19,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:40:02] Scored 20,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:40:04] Scored 21,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:40:07] Scored 22,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:40:10] Scored 23,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:40:12] Scored 24,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:40:14] Scored 25,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:40:16] Scored 26,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:40:18] Scored 27,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:40:21] Scored 28,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:40:23] Scored 29,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:40:25] Scored 30,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:40:27] Scored 31,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:40:30] Scored 32,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:40:32] Scored 33,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:40:34] Scored 34,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:40:39] Scored 35,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:40:42] Scored 36,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:40:46] Scored 37,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:40:49] Scored 38,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:40:53] Scored 39,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:40:56] Scored 40,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:41:00] Scored 41,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:41:03] Scored 42,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:41:08] Scored 43,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:41:13] Scored 44,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:41:17] Scored 45,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:41:21] Scored 46,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:41:24] Scored 47,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:41:28] Scored 48,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:41:31] Scored 49,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:41:34] Scored 50,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:41:37] Scored 51,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:41:42] Scored 52,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:41:47] Scored 53,000/53,424 users for enhanced_Drama_25_pos5_neg0_sample...
[00:41:53] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Drama_25_pos5_neg0_sample_15recommendation.csv (801360 rows)
[00:42:01] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Drama_25_pos5_neg0_sample_25recommendation.csv (1335600 rows)
[00:42:12] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Drama_25_pos5_neg0_sample_35recommendation.csv (1869840 rows)
[00:42:17] [10/27] enhanced_Drama_50_pos5_neg0_sample — loading & training...
[00:49:24] Scored 1,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:49:26] Scored 2,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:49:29] Scored 3,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:49:32] Scored 4,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:49:34] Scored 5,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:49:38] Scored 6,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:49:40] Scored 7,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:49:43] Scored 8,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:49:45] Scored 9,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:49:47] Scored 10,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:49:50] Scored 11,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:49:52] Scored 12,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:49:54] Scored 13,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:49:56] Scored 14,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:49:59] Scored 15,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:50:01] Scored 16,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:50:03] Scored 17,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:50:05] Scored 18,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:50:08] Scored 19,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:50:10] Scored 20,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:50:13] Scored 21,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:50:15] Scored 22,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:50:17] Scored 23,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:50:19] Scored 24,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:50:22] Scored 25,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:50:24] Scored 26,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:50:26] Scored 27,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:50:28] Scored 28,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:50:30] Scored 29,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:50:33] Scored 30,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:50:36] Scored 31,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:50:38] Scored 32,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:50:41] Scored 33,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:50:43] Scored 34,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:50:45] Scored 35,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:50:47] Scored 36,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:50:49] Scored 37,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:50:52] Scored 38,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:50:54] Scored 39,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:50:56] Scored 40,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:50:58] Scored 41,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:51:00] Scored 42,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:51:03] Scored 43,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
